"","Denmark","France","Germany","Japan","Netherlands","Russia","Spain","Thailand","UK","USA","Zimbabwe"
"52321",0.325,0.032,0.187,0.277,0.365,0.354,0.001,0.01,0.115,0.354,0.523
"52322",0.271,-0.04,0.187,0.227,0.266,0.321,-0.048,-0.016,0.059,0.305,0.486
"52323",0.257,-0.058,0.187,0.214,0.241,0.313,-0.061,-0.022,0.044,0.292,0.477
"52324",0.11,-0.114,0.155,0.19,0.142,0.245,-0.101,-0.061,-0.037,0.237,0.414
"52325",-0.042,-0.172,0.122,0.165,0.04,0.175,-0.143,-0.1,-0.121,0.18,0.35
"52331",0.313,0.009,0.165,0.261,0.348,0.341,-0.017,-0.005,0.09,0.341,0.509
"52332",0.259,-0.062,0.165,0.211,0.249,0.308,-0.066,-0.03,0.034,0.289,0.473
"52333",0.245,-0.081,0.165,0.198,0.224,0.3,-0.079,-0.037,0.019,0.275,0.463
"52334",0.098,-0.136,0.133,0.174,0.125,0.232,-0.119,-0.075,-0.062,0.222,0.401
"52335",-0.055,-0.195,0.1,0.149,0.023,0.162,-0.161,-0.115,-0.146,0.167,0.336
"52341",0.179,-0.052,0.084,0.216,0.251,0.217,-0.085,-0.059,-0.015,0.262,0.416
"52342",0.125,-0.123,0.084,0.166,0.152,0.184,-0.135,-0.085,-0.071,0.216,0.379
"52343",0.111,-0.142,0.084,0.153,0.127,0.176,-0.147,-0.091,-0.086,0.204,0.37
"52344",-0.036,-0.198,0.052,0.129,0.028,0.108,-0.188,-0.13,-0.167,0.153,0.307
"52345",-0.188,-0.256,0.019,0.104,-0.074,0.038,-0.229,-0.169,-0.251,0.1,0.243
"52351",-0.022,-0.144,-0.038,0.147,0.105,0.03,-0.189,-0.142,-0.173,0.143,0.274
"52352",-0.075,-0.215,-0.038,0.097,0.006,-0.00299999999999989,-0.238,-0.167,-0.229,0.107,0.238
"52353",-0.09,-0.234,-0.038,0.084,-0.019,-0.0109999999999999,-0.251,-0.174,-0.244,0.097,0.228
"52354",-0.236,-0.289,-0.07,0.06,-0.118,-0.079,-0.291,-0.212,-0.325,0.049,0.166
"52355",-0.389,-0.348,-0.103,0.035,-0.22,-0.149,-0.333,-0.252,-0.409,-0.002,0.101
"52411",0.343,0.111,0.277,0.312,0.426,0.351,0.032,0.048,0.194,0.374,0.546
"52412",0.289,0.039,0.277,0.262,0.327,0.318,-0.018,0.022,0.138,0.344,0.51
"52413",0.275,0.021,0.277,0.249,0.302,0.31,-0.03,0.016,0.123,0.336,0.5
"52414",0.128,-0.035,0.245,0.225,0.203,0.242,-0.071,-0.022,0.042,0.274,0.438
"52415",-0.024,-0.093,0.212,0.2,0.101,0.172,-0.112,-0.062,-0.042,0.21,0.373
"52421",0.293,0.021,0.187,0.248,0.357,0.298,-0.04,-0.01,0.096,0.33,0.493
"52422",0.239,-0.05,0.187,0.198,0.258,0.265,-0.089,-0.035,0.04,0.286,0.456
"52423",0.225,-0.069,0.187,0.185,0.233,0.257,-0.102,-0.042,0.025,0.275,0.447
"52424",0.079,-0.125,0.155,0.161,0.134,0.189,-0.142,-0.08,-0.056,0.221,0.384
"52425",-0.074,-0.183,0.122,0.136,0.032,0.119,-0.184,-0.12,-0.14,0.165,0.32
"52431",0.281,-0.001,0.165,0.232,0.34,0.285,-0.057,-0.024,0.071,0.319,0.479
"52432",0.227,-0.073,0.165,0.182,0.241,0.252,-0.107,-0.05,0.015,0.272,0.443
"52433",0.213,-0.091,0.165,0.169,0.216,0.244,-0.119,-0.056,0,0.259,0.433
"52434",0.066,-0.147,0.133,0.145,0.117,0.176,-0.16,-0.094,-0.081,0.208,0.371
"52435",-0.086,-0.205,0.1,0.12,0.015,0.106,-0.201,-0.134,-0.165,0.154,0.306
"52441",0.148,-0.062,0.084,0.186,0.242,0.161,-0.126,-0.079,-0.034,0.24,0.385
"52442",0.094,-0.134,0.084,0.136,0.144,0.128,-0.175,-0.104,-0.09,0.2,0.349
"52443",0.08,-0.152,0.084,0.123,0.118,0.12,-0.188,-0.111,-0.105,0.189,0.339
"52444",-0.067,-0.208,0.052,0.099,0.02,0.052,-0.228,-0.149,-0.186,0.14,0.277
"52445",-0.219,-0.266,0.019,0.074,-0.083,-0.018,-0.27,-0.189,-0.27,0.088,0.212
"52451",-0.053,-0.154,-0.038,0.118,0.097,-0.026,-0.229,-0.161,-0.192,0.123,0.244
"52452",-0.107,-0.226,-0.038,0.068,-0.002,-0.0589999999999999,-0.279,-0.187,-0.248,0.092,0.208
"52453",-0.121,-0.244,-0.038,0.055,-0.028,-0.0669999999999999,-0.291,-0.193,-0.263,0.084,0.198
"52454",-0.268,-0.3,-0.07,0.031,-0.126,-0.135,-0.332,-0.231,-0.344,0.037,0.136
"52455",-0.42,-0.358,-0.103,0.006,-0.229,-0.205,-0.373,-0.271,-0.428,-0.012,0.071
"52511",0.279,0.088,0.277,0.252,0.409,0.238,-0.052,0.008,0.155,0.314,0.484
"52512",0.225,0.017,0.277,0.202,0.31,0.205,-0.101,-0.017,0.099,0.294,0.448
"52513",0.211,-0.002,0.277,0.189,0.285,0.197,-0.114,-0.024,0.084,0.289,0.438
"52514",0.064,-0.057,0.245,0.165,0.186,0.129,-0.154,-0.062,0.003,0.23,0.376
"52515",-0.089,-0.116,0.212,0.14,0.084,0.0589999999999999,-0.196,-0.102,-0.081,0.17,0.311
"52521",0.229,-0.001,0.187,0.188,0.34,0.185,-0.123,-0.049,0.057,0.28,0.431
"52522",0.175,-0.073,0.187,0.138,0.241,0.152,-0.172,-0.075,0.001,0.248,0.394
"52523",0.161,-0.091,0.187,0.125,0.216,0.144,-0.185,-0.081,-0.014,0.239,0.385
"52524",0.014,-0.147,0.155,0.101,0.117,0.076,-0.225,-0.12,-0.095,0.189,0.322
"52525",-0.138,-0.205,0.122,0.076,0.015,0.00600000000000001,-0.267,-0.159,-0.179,0.136,0.258
"52531",0.217,-0.024,0.165,0.172,0.323,0.172,-0.141,-0.064,0.032,0.272,0.417
"52532",0.163,-0.095,0.165,0.122,0.224,0.139,-0.19,-0.089,-0.024,0.236,0.381
"52533",0.149,-0.114,0.165,0.109,0.199,0.131,-0.203,-0.096,-0.039,0.227,0.371
"52534",0.002,-0.169,0.133,0.085,0.1,0.0629999999999999,-0.243,-0.134,-0.12,0.178,0.309
"52535",-0.151,-0.228,0.1,0.06,-0.002,-0.00700000000000012,-0.285,-0.174,-0.204,0.128,0.244
"52541",0.083,-0.085,0.084,0.127,0.226,0.048,-0.209,-0.118,-0.073,0.196,0.324
"52542",0.029,-0.156,0.084,0.077,0.127,0.015,-0.259,-0.144,-0.129,0.167,0.287
"52543",0.015,-0.175,0.084,0.064,0.102,0.00700000000000001,-0.271,-0.15,-0.144,0.159,0.278
"52544",-0.132,-0.231,0.052,0.04,0.003,-0.0609999999999999,-0.312,-0.189,-0.225,0.112,0.215
"52545",-0.284,-0.289,0.019,0.015,-0.099,-0.131,-0.353,-0.228,-0.309,0.064,0.151
"52551",-0.118,-0.177,-0.038,0.058,0.08,-0.139,-0.313,-0.201,-0.231,0.083,0.182
"52552",-0.171,-0.248,-0.038,0.008,-0.019,-0.172,-0.362,-0.226,-0.287,0.062,0.146
"52553",-0.186,-0.267,-0.038,-0.005,-0.044,-0.18,-0.375,-0.233,-0.302,0.057,0.136
"52554",-0.332,-0.322,-0.07,-0.029,-0.143,-0.248,-0.415,-0.271,-0.383,0.013,0.074
"52555",-0.485,-0.381,-0.103,-0.054,-0.245,-0.318,-0.457,-0.311,-0.467,-0.032,0.009
"53111",0.412,0.242,0.262,0.376,0.452,0.467,0.121,0.106,0.232,0.407,0.604
"53112",0.358,0.171,0.262,0.326,0.354,0.434,0.072,0.081,0.176,0.385,0.568
"53113",0.344,0.152,0.262,0.313,0.328,0.426,0.059,0.074,0.161,0.379,0.558
"53114",0.197,0.096,0.23,0.289,0.229,0.358,0.019,0.036,0.08,0.307,0.496
"53115",0.045,0.038,0.197,0.264,0.127,0.288,-0.023,-0.004,-0.004,0.232,0.431
"53121",0.362,0.152,0.172,0.312,0.383,0.414,0.05,0.048,0.134,0.372,0.55
"53122",0.308,0.081,0.172,0.262,0.285,0.381,0.001,0.023,0.077,0.336,0.514
"53123",0.294,0.062,0.172,0.249,0.259,0.373,-0.012,0.016,0.063,0.327,0.504
"53124",0.148,0.006,0.14,0.225,0.161,0.305,-0.053,-0.022,-0.019,0.263,0.442
"53125",-0.005,-0.052,0.107,0.2,0.058,0.235,-0.094,-0.062,-0.103,0.197,0.377
"53131",0.35,0.13,0.15,0.296,0.366,0.401,0.032,0.034,0.109,0.363,0.537
"53132",0.296,0.059,0.15,0.246,0.268,0.368,-0.017,0.009,0.053,0.324,0.501
"53133",0.282,0.04,0.15,0.233,0.242,0.36,-0.03,0.002,0.038,0.314,0.491
"53134",0.135,-0.016,0.118,0.209,0.143,0.292,-0.07,-0.036,-0.043,0.252,0.429
"53135",-0.017,-0.074,0.085,0.184,0.041,0.222,-0.112,-0.076,-0.127,0.188,0.364
"53141",0.217,0.069,0.069,0.251,0.269,0.277,-0.037,-0.021,0.004,0.276,0.443
"53142",0.163,-0.003,0.069,0.201,0.171,0.244,-0.086,-0.046,-0.052,0.244,0.407
"53143",0.149,-0.021,0.069,0.188,0.145,0.236,-0.099,-0.053,-0.067,0.236,0.397
"53144",0.002,-0.077,0.037,0.163,0.046,0.168,-0.139,-0.091,-0.148,0.176,0.335
"53145",-0.15,-0.135,0.004,0.139,-0.056,0.0979999999999999,-0.181,-0.131,-0.232,0.113,0.27
"53151",0.016,-0.023,-0.053,0.182,0.123,0.09,-0.14,-0.103,-0.154,0.145,0.302
"53152",-0.038,-0.094,-0.053,0.132,0.025,0.0569999999999999,-0.189,-0.128,-0.21,0.124,0.266
"53153",-0.052,-0.113,-0.053,0.119,-0.001,0.0489999999999999,-0.202,-0.135,-0.225,0.118,0.256
"53154",-0.199,-0.169,-0.085,0.095,-0.1,-0.0190000000000001,-0.242,-0.173,-0.306,0.061,0.194
"53155",-0.351,-0.227,-0.118,0.07,-0.202,-0.089,-0.284,-0.213,-0.39,0.001,0.129
"53211",0.374,0.117,0.262,0.341,0.426,0.408,0.064,0.059,0.203,0.398,0.57
"53212",0.32,0.045,0.262,0.291,0.328,0.375,0.015,0.033,0.147,0.363,0.533
"53213",0.306,0.027,0.262,0.278,0.302,0.367,0.002,0.027,0.132,0.353,0.524
"53214",0.159,-0.029,0.23,0.254,0.204,0.299,-0.038,-0.012,0.051,0.29,0.461
"53215",0.007,-0.087,0.197,0.229,0.101,0.229,-0.08,-0.051,-0.033,0.224,0.397
"53221",0.324,0.027,0.172,0.277,0.357,0.355,-0.007,0.001,0.105,0.349,0.516
"53222",0.27,-0.044,0.172,0.227,0.259,0.322,-0.056,-0.024,0.048,0.3,0.479
"53223",0.256,-0.063,0.172,0.214,0.233,0.314,-0.069,-0.031,0.034,0.287,0.47
"53224",0.109,-0.119,0.14,0.19,0.135,0.246,-0.11,-0.069,-0.047,0.232,0.408
"53225",-0.043,-0.177,0.107,0.165,0.032,0.176,-0.151,-0.109,-0.131,0.175,0.343
"53231",0.312,0.005,0.15,0.261,0.34,0.342,-0.025,-0.013,0.08,0.337,0.503
"53232",0.258,-0.067,0.15,0.211,0.242,0.309,-0.074,-0.039,0.024,0.284,0.466
"53233",0.244,-0.085,0.15,0.198,0.216,0.301,-0.087,-0.045,0.009,0.271,0.457
"53234",0.097,-0.141,0.118,0.174,0.118,0.233,-0.127,-0.084,-0.072,0.218,0.394
"53235",-0.056,-0.199,0.085,0.149,0.015,0.163,-0.169,-0.123,-0.156,0.162,0.33
"53241",0.178,-0.056,0.069,0.215,0.243,0.218,-0.094,-0.068,-0.025,0.257,0.409
"53242",0.124,-0.128,0.069,0.165,0.145,0.185,-0.143,-0.093,-0.081,0.211,0.372
"53243",0.11,-0.146,0.069,0.152,0.119,0.177,-0.156,-0.1,-0.096,0.199,0.363
"53244",-0.037,-0.202,0.037,0.128,0.021,0.109,-0.196,-0.138,-0.177,0.148,0.3
"53245",-0.189,-0.26,0.004,0.103,-0.082,0.0389999999999999,-0.238,-0.178,-0.261,0.094,0.236
"53251",-0.023,-0.148,-0.053,0.147,0.097,0.0309999999999999,-0.197,-0.15,-0.183,0.137,0.268
"53252",-0.077,-0.22,-0.053,0.097,-0.001,-0.002,-0.246,-0.176,-0.239,0.102,0.231
"53253",-0.091,-0.238,-0.053,0.084,-0.027,-0.01,-0.259,-0.182,-0.254,0.092,0.222
"53254",-0.237,-0.294,-0.085,0.06,-0.125,-0.0780000000000001,-0.299,-0.221,-0.335,0.043,0.159
"53255",-0.39,-0.352,-0.118,0.035,-0.228,-0.148,-0.341,-0.26,-0.419,-0.008,0.095
"53311",0.364,0.086,0.262,0.332,0.42,0.394,0.05,0.047,0.196,0.396,0.561
"53312",0.31,0.015,0.262,0.282,0.322,0.361,0.001,0.022,0.14,0.357,0.525
"53313",0.296,-0.004,0.262,0.269,0.296,0.353,-0.012,0.015,0.125,0.347,0.515
"53314",0.149,-0.06,0.23,0.245,0.197,0.285,-0.052,-0.023,0.044,0.286,0.453
"53315",-0.003,-0.118,0.197,0.22,0.095,0.215,-0.094,-0.063,-0.04,0.222,0.388
"53321",0.314,-0.004,0.172,0.268,0.351,0.341,-0.021,-0.011,0.098,0.343,0.507
"53322",0.26,-0.075,0.172,0.218,0.253,0.308,-0.071,-0.036,0.041,0.291,0.471
"53323",0.246,-0.094,0.172,0.205,0.227,0.3,-0.083,-0.043,0.027,0.277,0.461
"53324",0.1,-0.15,0.14,0.181,0.129,0.232,-0.124,-0.081,-0.055,0.224,0.399
"53325",-0.053,-0.208,0.107,0.156,0.026,0.162,-0.165,-0.121,-0.139,0.169,0.334
"53331",0.302,-0.026,0.15,0.252,0.334,0.328,-0.039,-0.025,0.073,0.33,0.494
"53332",0.248,-0.097,0.15,0.202,0.236,0.295,-0.088,-0.05,0.017,0.275,0.458
"53333",0.234,-0.116,0.15,0.189,0.21,0.287,-0.101,-0.057,0.002,0.26,0.448
"53334",0.087,-0.172,0.118,0.165,0.111,0.219,-0.141,-0.095,-0.079,0.209,0.386
"53335",-0.065,-0.23,0.085,0.14,0.009,0.149,-0.183,-0.135,-0.163,0.156,0.321
"53341",0.169,-0.087,0.069,0.207,0.237,0.204,-0.108,-0.08,-0.032,0.252,0.4
"53342",0.115,-0.159,0.069,0.157,0.139,0.171,-0.157,-0.105,-0.088,0.203,0.364
"53343",0.101,-0.177,0.069,0.144,0.113,0.163,-0.17,-0.112,-0.103,0.191,0.354
"53344",-0.046,-0.233,0.037,0.119,0.014,0.095,-0.21,-0.15,-0.184,0.141,0.292
"53345",-0.198,-0.291,0.004,0.095,-0.088,0.0249999999999999,-0.252,-0.19,-0.268,0.09,0.227
"53351",-0.032,-0.179,-0.053,0.138,0.091,0.017,-0.211,-0.162,-0.19,0.135,0.259
"53352",-0.086,-0.25,-0.053,0.088,-0.007,-0.016,-0.26,-0.187,-0.246,0.096,0.223
"53353",-0.1,-0.269,-0.053,0.075,-0.033,-0.024,-0.273,-0.194,-0.261,0.086,0.213
"53354",-0.247,-0.325,-0.085,0.051,-0.132,-0.0920000000000001,-0.313,-0.232,-0.342,0.039,0.151
"53355",-0.399,-0.383,-0.118,0.026,-0.234,-0.162,-0.355,-0.272,-0.426,-0.01,0.086
"53411",0.333,0.075,0.262,0.303,0.412,0.338,0.009,0.028,0.177,0.367,0.531
"53412",0.279,0.004,0.262,0.253,0.313,0.305,-0.04,0.002,0.121,0.334,0.494
"53413",0.265,-0.015,0.262,0.24,0.288,0.297,-0.053,-0.004,0.106,0.325,0.485
"53414",0.118,-0.071,0.23,0.216,0.189,0.229,-0.093,-0.043,0.025,0.265,0.423
"53415",-0.035,-0.129,0.197,0.191,0.087,0.159,-0.135,-0.082,-0.059,0.203,0.358
"53421",0.283,-0.015,0.172,0.239,0.343,0.285,-0.062,-0.03,0.078,0.32,0.477
"53422",0.229,-0.086,0.172,0.189,0.245,0.252,-0.111,-0.055,0.022,0.274,0.441
"53423",0.215,-0.105,0.172,0.176,0.219,0.244,-0.124,-0.062,0.007,0.261,0.431
"53424",0.068,-0.161,0.14,0.152,0.12,0.176,-0.164,-0.1,-0.074,0.21,0.369
"53425",-0.084,-0.219,0.107,0.127,0.018,0.106,-0.206,-0.14,-0.158,0.156,0.304
"53431",0.271,-0.037,0.15,0.223,0.326,0.272,-0.08,-0.044,0.054,0.308,0.464
"53432",0.217,-0.108,0.15,0.173,0.227,0.239,-0.129,-0.07,-0.002,0.259,0.427
"53433",0.203,-0.127,0.15,0.16,0.202,0.231,-0.142,-0.076,-0.017,0.246,0.418
"53434",0.056,-0.183,0.118,0.136,0.103,0.163,-0.182,-0.115,-0.098,0.196,0.356
"53435",-0.097,-0.241,0.085,0.111,0.001,0.093,-0.224,-0.154,-0.182,0.144,0.291
"53441",0.137,-0.098,0.069,0.177,0.229,0.148,-0.148,-0.099,-0.051,0.232,0.37
"53442",0.083,-0.169,0.069,0.127,0.13,0.115,-0.198,-0.124,-0.107,0.188,0.333
"53443",0.069,-0.188,0.069,0.114,0.105,0.107,-0.21,-0.131,-0.122,0.177,0.324
"53444",-0.078,-0.244,0.037,0.09,0.006,0.0389999999999999,-0.251,-0.169,-0.203,0.129,0.262
"53445",-0.23,-0.302,0.004,0.065,-0.096,-0.0310000000000001,-0.292,-0.209,-0.287,0.079,0.197
"53451",-0.064,-0.19,-0.053,0.109,0.083,-0.0390000000000001,-0.252,-0.181,-0.209,0.116,0.229
"53452",-0.118,-0.261,-0.053,0.059,-0.016,-0.0720000000000001,-0.301,-0.207,-0.265,0.083,0.192
"53453",-0.132,-0.28,-0.053,0.046,-0.041,-0.0800000000000001,-0.314,-0.213,-0.28,0.074,0.183
"53454",-0.278,-0.336,-0.085,0.022,-0.14,-0.148,-0.354,-0.252,-0.361,0.028,0.121
"53455",-0.431,-0.394,-0.118,-0.003,-0.242,-0.218,-0.396,-0.291,-0.445,-0.019,0.056
"53511",0.268,0.053,0.262,0.243,0.395,0.225,-0.074,-0.012,0.138,0.308,0.469
"53512",0.214,-0.018,0.262,0.193,0.297,0.192,-0.123,-0.037,0.082,0.287,0.433
"53513",0.2,-0.037,0.262,0.18,0.271,0.184,-0.136,-0.044,0.067,0.281,0.423
"53514",0.053,-0.093,0.23,0.156,0.172,0.116,-0.176,-0.082,-0.014,0.224,0.361
"53515",-0.099,-0.151,0.197,0.131,0.07,0.046,-0.218,-0.122,-0.098,0.164,0.296
"53521",0.218,-0.037,0.172,0.179,0.326,0.172,-0.145,-0.07,0.04,0.273,0.415
"53522",0.164,-0.108,0.172,0.129,0.228,0.139,-0.195,-0.095,-0.017,0.238,0.379
"53523",0.15,-0.127,0.172,0.116,0.202,0.131,-0.207,-0.102,-0.032,0.229,0.369
"53524",0.004,-0.183,0.14,0.092,0.104,0.0629999999999999,-0.248,-0.14,-0.113,0.18,0.307
"53525",-0.149,-0.241,0.107,0.067,0.001,-0.00700000000000012,-0.289,-0.18,-0.197,0.129,0.242
"53531",0.206,-0.059,0.15,0.163,0.309,0.159,-0.163,-0.084,0.015,0.264,0.402
"53532",0.152,-0.13,0.15,0.113,0.211,0.126,-0.212,-0.109,-0.041,0.226,0.366
"53533",0.138,-0.149,0.15,0.1,0.185,0.118,-0.225,-0.116,-0.056,0.216,0.356
"53534",-0.009,-0.205,0.118,0.076,0.086,0.05,-0.265,-0.154,-0.137,0.169,0.294
"53535",-0.161,-0.263,0.085,0.051,-0.016,-0.02,-0.307,-0.194,-0.221,0.12,0.229
"53541",0.073,-0.12,0.069,0.118,0.212,0.0349999999999999,-0.232,-0.139,-0.09,0.189,0.308
"53542",0.019,-0.192,0.069,0.068,0.114,0.00199999999999989,-0.281,-0.164,-0.146,0.158,0.272
"53543",0.005,-0.21,0.069,0.055,0.088,-0.00600000000000001,-0.294,-0.171,-0.161,0.149,0.262
"53544",-0.142,-0.266,0.037,0.03,-0.011,-0.0740000000000001,-0.334,-0.209,-0.242,0.104,0.2
"53545",-0.294,-0.324,0.004,0.006,-0.113,-0.144,-0.376,-0.249,-0.326,0.057,0.135
"53551",-0.128,-0.212,-0.053,0.049,0.066,-0.152,-0.335,-0.221,-0.248,0.077,0.167
"53552",-0.182,-0.283,-0.053,-0.001,-0.032,-0.185,-0.384,-0.246,-0.304,0.055,0.131
"53553",-0.196,-0.302,-0.053,-0.014,-0.058,-0.193,-0.397,-0.253,-0.319,0.049,0.121
"53554",-0.343,-0.358,-0.085,-0.038,-0.157,-0.261,-0.437,-0.291,-0.4,0.006,0.059
"53555",-0.495,-0.416,-0.118,-0.063,-0.259,-0.331,-0.479,-0.331,-0.484,-0.038,-0.006
"54111",0.381,0.214,0.241,0.364,0.435,0.425,0.079,0.077,0.205,0.368,0.57
"54112",0.327,0.143,0.241,0.314,0.337,0.392,0.029,0.051,0.149,0.348,0.534
"54113",0.313,0.124,0.241,0.301,0.311,0.384,0.017,0.045,0.134,0.343,0.524
"54114",0.166,0.068,0.209,0.277,0.212,0.316,-0.024,0.006,0.053,0.273,0.462
"54115",0.014,0.01,0.176,0.252,0.11,0.246,-0.066,-0.033,-0.031,0.2,0.397
"54121",0.331,0.125,0.151,0.3,0.366,0.372,0.007,0.019,0.107,0.335,0.517
"54122",0.277,0.053,0.151,0.25,0.268,0.339,-0.042,-0.006,0.05,0.303,0.48
"54123",0.263,0.035,0.151,0.237,0.242,0.331,-0.055,-0.013,0.036,0.295,0.471
"54124",0.116,-0.021,0.119,0.213,0.144,0.263,-0.095,-0.051,-0.045,0.232,0.408
"54125",-0.036,-0.079,0.086,0.188,0.041,0.193,-0.137,-0.091,-0.129,0.167,0.344
"54131",0.319,0.102,0.129,0.284,0.349,0.359,-0.011,0.005,0.082,0.327,0.503
"54132",0.265,0.031,0.129,0.234,0.251,0.326,-0.06,-0.021,0.026,0.292,0.467
"54133",0.251,0.012,0.129,0.221,0.225,0.318,-0.073,-0.027,0.011,0.283,0.457
"54134",0.104,-0.044,0.097,0.197,0.126,0.25,-0.113,-0.066,-0.07,0.222,0.395
"54135",-0.048,-0.102,0.064,0.172,0.024,0.18,-0.155,-0.105,-0.154,0.159,0.33
"54141",0.185,0.041,0.048,0.239,0.252,0.235,-0.079,-0.05,-0.023,0.242,0.409
"54142",0.131,-0.03,0.048,0.189,0.154,0.202,-0.128,-0.076,-0.079,0.213,0.373
"54143",0.117,-0.049,0.048,0.176,0.128,0.194,-0.141,-0.082,-0.094,0.206,0.363
"54144",-0.03,-0.105,0.016,0.152,0.029,0.126,-0.182,-0.12,-0.175,0.147,0.301
"54145",-0.182,-0.163,-0.017,0.127,-0.073,0.0559999999999998,-0.223,-0.16,-0.259,0.086,0.236
"54151",-0.015,-0.051,-0.074,0.17,0.106,0.0479999999999999,-0.183,-0.132,-0.181,0.114,0.268
"54152",-0.069,-0.122,-0.074,0.12,0.008,0.0149999999999999,-0.232,-0.158,-0.237,0.094,0.232
"54153",-0.083,-0.141,-0.074,0.107,-0.018,0.0069999999999999,-0.245,-0.164,-0.252,0.089,0.222
"54154",-0.23,-0.197,-0.106,0.083,-0.117,-0.0610000000000002,-0.285,-0.203,-0.333,0.034,0.16
"54155",-0.382,-0.255,-0.139,0.058,-0.219,-0.131,-0.327,-0.242,-0.417,-0.024,0.095
"54211",0.342,0.089,0.241,0.329,0.409,0.366,0.022,0.029,0.176,0.361,0.536
"54212",0.288,0.018,0.241,0.279,0.311,0.333,-0.028,0.004,0.12,0.33,0.499
"54213",0.274,-0.001,0.241,0.266,0.285,0.325,-0.041,-0.003,0.105,0.321,0.49
"54214",0.127,-0.057,0.209,0.242,0.187,0.257,-0.081,-0.041,0.024,0.259,0.427
"54215",-0.025,-0.115,0.176,0.217,0.084,0.187,-0.123,-0.081,-0.06,0.194,0.363
"54221",0.293,-0.001,0.151,0.265,0.34,0.313,-0.05,-0.028,0.078,0.316,0.482
"54222",0.239,-0.072,0.151,0.215,0.242,0.28,-0.099,-0.054,0.022,0.271,0.446
"54223",0.225,-0.091,0.151,0.202,0.216,0.272,-0.112,-0.06,0.007,0.259,0.436
"54224",0.078,-0.147,0.119,0.178,0.118,0.204,-0.152,-0.099,-0.074,0.205,0.374
"54225",-0.075,-0.205,0.086,0.153,0.015,0.134,-0.194,-0.138,-0.158,0.149,0.309
"54231",0.28,-0.023,0.129,0.249,0.323,0.3,-0.068,-0.043,0.053,0.305,0.469
"54232",0.226,-0.094,0.129,0.199,0.225,0.267,-0.117,-0.068,-0.003,0.256,0.432
"54233",0.212,-0.113,0.129,0.186,0.199,0.259,-0.13,-0.075,-0.018,0.244,0.423
"54234",0.065,-0.169,0.097,0.162,0.101,0.191,-0.17,-0.113,-0.099,0.192,0.36
"54235",-0.087,-0.227,0.064,0.137,-0.002,0.121,-0.212,-0.153,-0.183,0.138,0.296
"54241",0.147,-0.084,0.048,0.204,0.226,0.176,-0.136,-0.097,-0.052,0.226,0.375
"54242",0.093,-0.155,0.048,0.154,0.128,0.143,-0.185,-0.123,-0.108,0.184,0.338
"54243",0.079,-0.174,0.048,0.141,0.102,0.135,-0.198,-0.129,-0.123,0.173,0.329
"54244",-0.068,-0.23,0.016,0.117,0.004,0.0669999999999999,-0.238,-0.168,-0.204,0.123,0.267
"54245",-0.22,-0.288,-0.017,0.092,-0.099,-0.00300000000000011,-0.28,-0.207,-0.288,0.071,0.202
"54251",-0.054,-0.176,-0.074,0.135,0.08,-0.0110000000000001,-0.24,-0.18,-0.21,0.107,0.234
"54252",-0.108,-0.247,-0.074,0.085,-0.018,-0.044,-0.289,-0.205,-0.266,0.076,0.197
"54253",-0.122,-0.266,-0.074,0.072,-0.044,-0.052,-0.302,-0.212,-0.281,0.068,0.188
"54254",-0.269,-0.322,-0.106,0.048,-0.142,-0.12,-0.342,-0.25,-0.362,0.02,0.125
"54255",-0.421,-0.38,-0.139,0.023,-0.245,-0.19,-0.384,-0.29,-0.446,-0.03,0.061
"54311",0.333,0.058,0.241,0.32,0.403,0.352,0.008,0.018,0.169,0.36,0.527
"54312",0.279,-0.013,0.241,0.27,0.305,0.319,-0.042,-0.008,0.113,0.325,0.491
"54313",0.265,-0.032,0.241,0.257,0.279,0.311,-0.055,-0.014,0.098,0.316,0.481
"54314",0.118,-0.088,0.209,0.233,0.18,0.243,-0.095,-0.053,0.017,0.256,0.419
"54315",-0.034,-0.146,0.176,0.208,0.078,0.173,-0.137,-0.092,-0.067,0.193,0.354
"54321",0.283,-0.031,0.151,0.256,0.334,0.299,-0.064,-0.04,0.071,0.311,0.474
"54322",0.229,-0.103,0.151,0.206,0.236,0.266,-0.113,-0.065,0.014,0.263,0.437
"54323",0.215,-0.121,0.151,0.193,0.21,0.258,-0.126,-0.072,0,0.251,0.428
"54324",0.068,-0.177,0.119,0.169,0.112,0.19,-0.166,-0.11,-0.081,0.198,0.365
"54325",-0.084,-0.235,0.086,0.144,0.009,0.12,-0.208,-0.15,-0.165,0.144,0.301
"54331",0.271,-0.054,0.129,0.24,0.317,0.286,-0.082,-0.054,0.046,0.299,0.46
"54332",0.217,-0.125,0.129,0.19,0.219,0.253,-0.131,-0.08,-0.01,0.248,0.424
"54333",0.203,-0.144,0.129,0.177,0.193,0.245,-0.144,-0.086,-0.025,0.234,0.414
"54334",0.056,-0.2,0.097,0.153,0.094,0.177,-0.184,-0.125,-0.106,0.184,0.352
"54335",-0.096,-0.258,0.064,0.128,-0.008,0.107,-0.226,-0.164,-0.19,0.132,0.287
"54341",0.137,-0.115,0.048,0.195,0.22,0.162,-0.15,-0.109,-0.059,0.222,0.366
"54342",0.083,-0.186,0.048,0.145,0.122,0.129,-0.199,-0.135,-0.115,0.177,0.33
"54343",0.069,-0.205,0.048,0.132,0.096,0.121,-0.212,-0.141,-0.13,0.166,0.32
